cell,r_center_cm,direction,mu_m,psi_ang_in
30,6.10000000e-01,2,-8.65631202e-01,9.96798078e-01
31,6.30000000e-01,2,-8.65631202e-01,1.03163416e+00
32,6.50000000e-01,2,-8.65631202e-01,1.06797670e+00
33,6.70000000e-01,2,-8.65631202e-01,1.10588196e+00
34,6.90000000e-01,2,-8.65631202e-01,1.14540690e+00
35,7.10000000e-01,2,-8.65631202e-01,1.18660872e+00
36,7.30000000e-01,2,-8.65631202e-01,1.22954435e+00
37,7.50000000e-01,2,-8.65631202e-01,1.27426975e+00
38,7.70000000e-01,2,-8.65631202e-01,1.32083907e+00
39,7.90000000e-01,2,-8.65631202e-01,1.36930343e+00
40,8.10000000e-01,2,-8.65631202e-01,1.41970942e+00
41,8.30000000e-01,2,-8.65631202e-01,1.47209703e+00
42,8.50000000e-01,2,-8.65631202e-01,1.52649683e+00
43,8.70000000e-01,2,-8.65631202e-01,1.58292595e+00
44,8.90000000e-01,2,-8.65631202e-01,1.64138236e+00
45,9.10000000e-01,2,-8.65631202e-01,1.70183566e+00
46,9.30000000e-01,2,-8.65631202e-01,1.76421411e+00
47,9.50000000e-01,2,-8.65631202e-01,1.82836923e+00
48,9.70000000e-01,2,-8.65631202e-01,1.89407620e+00
49,9.90000000e-01,2,-8.65631202e-01,1.96062140e+00
0,1.00000000e-02,3,-7.55404408e-01,4.34836658e-01
1,3.00000000e-02,3,-7.55404408e-01,4.41302830e-01
2,5.00000000e-02,3,-7.55404408e-01,4.49199457e-01
3,7.00000000e-02,3,-7.55404408e-01,4.57723046e-01
4,9.00000000e-02,3,-7.55404408e-01,4.66780837e-01
5,1.10000000e-01,3,-7.55404408e-01,4.76363929e-01
6,1.30000000e-01,3,-7.55404408e-01,4.86482248e-01
7,1.50000000e-01,3,-7.55404408e-01,4.97152642e-01
8,1.70000000e-01,3,-7.55404408e-01,5.08394923e-01
9,1.90000000e-01,3,-7.55404408e-01,5.20231034e-01
10,2.10000000e-01,3,-7.55404408e-01,5.32684365e-01
11,2.30000000e-01,3,-7.55404408e-01,5.45779836e-01
12,2.50000000e-01,3,-7.55404408e-01,5.59543703e-01
13,2.70000000e-01,3,-7.55404408e-01,5.74003742e-01
14,2.90000000e-01,3,-7.55404408e-01,5.89189200e-01
15,3.10000000e-01,3,-7.55404408e-01,6.05130965e-01
16,3.30000000e-01,3,-7.55404408e-01,6.21861583e-01
17,3.50000000e-01,3,-7.55404408e-01,6.39415404e-01
18,3.70000000e-01,3,-7.55404408e-01,6.57828636e-01
19,3.90000000e-01,3,-7.55404408e-01,6.77139472e-01
20,4.10000000e-01,3,-7.55404408e-01,6.97388166e-01
21,4.30000000e-01,3,-7.55404408e-01,7.18617145e-01
22,4.50000000e-01,3,-7.55404408e-01,7.40871097e-01
23,4.70000000e-01,3,-7.55404408e-01,7.64197072e-01
24,4.90000000e-01,3,-7.55404408e-01,7.88644575e-01
25,5.10000000e-01,3,-7.55404408e-01,8.14265652e-01
26,5.30000000e-01,3,-7.55404408e-01,8.41114981e-01
27,5.50000000e-01,3,-7.55404408e-01,8.69249946e-01
28,5.70000000e-01,3,-7.55404408e-01,8.98730712e-01
29,5.90000000e-01,3,-7.55404408e-01,9.29620281e-01
30,6.10000000e-01,3,-7.55404408e-01,9.61984541e-01
31,6.30000000e-01,3,-7.55404408e-01,9.95892293e-01
32,6.50000000e-01,3,-7.55404408e-01,1.03141525e+00
33,6.70000000e-01,3,-7.55404408e-01,1.06862803e+00
34,6.90000000e-01,3,-7.55404408e-01,1.10760806e+00
35,7.10000000e-01,3,-7.55404408e-01,1.14843546e+00
36,7.30000000e-01,3,-7.55404408e-01,1.19119285e+00
37,7.50000000e-01,3,-7.55404408e-01,1.23596500e+00
38,7.70000000e-01,3,-7.55404408e-01,1.28283840e+00
39,7.90000000e-01,3,-7.55404408e-01,1.33190052e+00
40,8.10000000e-01,3,-7.55404408e-01,1.38323878e+00
41,8.30000000e-01,3,-7.55404408e-01,1.43693901e+00
42,8.50000000e-01,3,-7.55404408e-01,1.49308319e+00
43,8.70000000e-01,3,-7.55404408e-01,1.55174597e+00
44,8.90000000e-01,3,-7.55404408e-01,1.61298934e+00
45,9.10000000e-01,3,-7.55404408e-01,1.67685349e+00
46,9.30000000e-01,3,-7.55404408e-01,1.74334361e+00
47,9.50000000e-01,3,-7.55404408e-01,1.81239140e+00
48,9.70000000e-01,3,-7.55404408e-01,1.88385649e+00
49,9.90000000e-01,3,-7.55404408e-01,1.95706478e+00
0,1.00000000e-02,4,-6.17876244e-01,4.34219457e-01
1,3.00000000e-02,4,-6.17876244e-01,4.39733468e-01
2,5.00000000e-02,4,-6.17876244e-01,4.46552635e-01
3,7.00000000e-02,4,-6.17876244e-01,4.53938519e-01
4,9.00000000e-02,4,-6.17876244e-01,4.61807795e-01
5,1.10000000e-01,4,-6.17876244e-01,4.70155949e-01
6,1.30000000e-01,4,-6.17876244e-01,4.78995558e-01
7,1.50000000e-01,4,-6.17876244e-01,4.88345400e-01
8,1.70000000e-01,4,-6.17876244e-01,4.98226789e-01
9,1.90000000e-01,4,-6.17876244e-01,5.08662969e-01
10,2.10000000e-01,4,-6.17876244e-01,5.19678496e-01
11,2.30000000e-01,4,-6.17876244e-01,5.31299432e-01
12,2.50000000e-01,4,-6.17876244e-01,5.43553161e-01
13,2.70000000e-01,4,-6.17876244e-01,5.56468654e-01
14,2.90000000e-01,4,-6.17876244e-01,5.70076415e-01
15,3.10000000e-01,4,-6.17876244e-01,5.84408715e-01
16,3.30000000e-01,4,-6.17876244e-01,5.99499626e-01
17,3.50000000e-01,4,-6.17876244e-01,6.15385211e-01
18,3.70000000e-01,4,-6.17876244e-01,6.32103624e-01
19,3.90000000e-01,4,-6.17876244e-01,6.49695285e-01
20,4.10000000e-01,4,-6.17876244e-01,6.68203024e-01
21,4.30000000e-01,4,-6.17876244e-01,6.87672266e-01
22,4.50000000e-01,4,-6.17876244e-01,7.08151222e-01
23,4.70000000e-01,4,-6.17876244e-01,7.29691095e-01
24,4.90000000e-01,4,-6.17876244e-01,7.52346317e-01
25,5.10000000e-01,4,-6.17876244e-01,7.76174807e-01
26,5.30000000e-01,4,-6.17876244e-01,8.01238257e-01
27,5.50000000e-01,4,-6.17876244e-01,8.27602457e-01
28,5.70000000e-01,4,-6.17876244e-01,8.55337652e-01
29,5.90000000e-01,4,-6.17876244e-01,8.84518947e-01
30,6.10000000e-01,4,-6.17876244e-01,9.15226754e-01
31,6.30000000e-01,4,-6.17876244e-01,9.47547296e-01
32,6.50000000e-01,4,-6.17876244e-01,9.81573165e-01
33,6.70000000e-01,4,-6.17876244e-01,1.01740394e+00
34,6.90000000e-01,4,-6.17876244e-01,1.05514685e+00
35,7.10000000e-01,4,-6.17876244e-01,1.09491750e+00
36,7.30000000e-01,4,-6.17876244e-01,1.13684065e+00
37,7.50000000e-01,4,-6.17876244e-01,1.18105094e+00
38,7.70000000e-01,4,-6.17876244e-01,1.22769369e+00
39,7.90000000e-01,4,-6.17876244e-01,1.27692550e+00
40,8.10000000e-01,4,-6.17876244e-01,1.32891466e+00
41,8.30000000e-01,4,-6.17876244e-01,1.38384119e+00
42,8.50000000e-01,4,-6.17876244e-01,1.44189611e+00
43,8.70000000e-01,4,-6.17876244e-01,1.50327950e+00
44,8.90000000e-01,4,-6.17876244e-01,1.56819645e+00
45,9.10000000e-01,4,-6.17876244e-01,1.63684856e+00
46,9.30000000e-01,4,-6.17876244e-01,1.70942050e+00
47,9.50000000e-01,4,-6.17876244e-01,1.78603630e+00
48,9.70000000e-01,4,-6.17876244e-01,1.86676202e+00
49,9.90000000e-01,4,-6.17876244e-01,1.95105782e+00
0,1.00000000e-02,5,-4.58016778e-01,4.33401688e-01
1,3.00000000e-02,5,-4.58016778e-01,4.37775791e-01
2,5.00000000e-02,5,-4.58016778e-01,4.43292084e-01
3,7.00000000e-02,5,-4.58016778e-01,4.49309983e-01
4,9.00000000e-02,5,-4.58016778e-01,4.55760231e-01
5,1.10000000e-01,5,-4.58016778e-01,4.62643690e-01
6,1.30000000e-01,5,-4.58016778e-01,4.69975540e-01
7,1.50000000e-01,5,-4.58016778e-01,4.77776020e-01
8,1.70000000e-01,5,-4.58016778e-01,4.86067151e-01
9,1.90000000e-01,5,-4.58016778e-01,4.94872465e-01
10,2.10000000e-01,5,-4.58016778e-01,5.04216433e-01
11,2.30000000e-01,5,-4.58016778e-01,5.14124790e-01
12,2.50000000e-01,5,-4.58016778e-01,5.24624354e-01
13,2.70000000e-01,5,-4.58016778e-01,5.35743360e-01
14,2.90000000e-01,5,-4.58016778e-01,5.47511416e-01
15,3.10000000e-01,5,-4.58016778e-01,5.59959786e-01
16,3.30000000e-01,5,-4.58016778e-01,5.73121449e-01
17,3.50000000e-01,5,-4.58016778e-01,5.87031349e-01
18,3.70000000e-01,5,-4.58016778e-01,6.01726547e-01
19,3.90000000e-01,5,-4.58016778e-01,6.17246475e-01
20,4.10000000e-01,5,-4.58016778e-01,6.33633176e-01
21,4.30000000e-01,5,-4.58016778e-01,6.50931608e-01
22,4.50000000e-01,5,-4.58016778e-01,6.69189975e-01
23,4.70000000e-01,5,-4.58016778e-01,6.88460124e-01
24,4.90000000e-01,5,-4.58016778e-01,7.08797991e-01
25,5.10000000e-01,5,-4.58016778e-01,7.30264122e-01
26,5.30000000e-01,5,-4.58016778e-01,7.52924273e-01
27,5.50000000e-01,5,-4.58016778e-01,7.76850104e-01
28,5.70000000e-01,5,-4.58016778e-01,8.02119978e-01
29,5.90000000e-01,5,-4.58016778e-01,8.28819881e-01
30,6.10000000e-01,5,-4.58016778e-01,8.57044483e-01
31,6.30000000e-01,5,-4.58016778e-01,8.86898358e-01
32,6.50000000e-01,5,-4.58016778e-01,9.18497392e-01
33,6.70000000e-01,5,-4.58016778e-01,9.51970398e-01
34,6.90000000e-01,5,-4.58016778e-01,9.87460986e-01
35,7.10000000e-01,5,-4.58016778e-01,1.02512971e+00
36,7.30000000e-01,5,-4.58016778e-01,1.06515658e+00
37,7.50000000e-01,5,-4.58016778e-01,1.10774389e+00
38,7.70000000e-01,5,-4.58016778e-01,1.15311965e+00
39,7.90000000e-01,5,-4.58016778e-01,1.20154140e+00
40,8.10000000e-01,5,-4.58016778e-01,1.25330078e+00
41,8.30000000e-01,5,-4.58016778e-01,1.30872875e+00
42,8.50000000e-01,5,-4.58016778e-01,1.36820159e+00
43,8.70000000e-01,5,-4.58016778e-01,1.43214753e+00
44,8.90000000e-01,5,-4.58016778e-01,1.50105376e+00
45,9.10000000e-01,5,-4.58016778e-01,1.57547175e+00
46,9.30000000e-01,5,-4.58016778e-01,1.65602149e+00
47,9.50000000e-01,5,-4.58016778e-01,1.74336357e+00
48,9.70000000e-01,5,-4.58016778e-01,1.83823882e+00
49,9.90000000e-01,5,-4.58016778e-01,1.94080897e+00
0,1.00000000e-02,6,-2.81603551e-01,4.32437720e-01
1,3.00000000e-02,6,-2.81603551e-01,4.35520598e-01
2,5.00000000e-02,6,-2.81603551e-01,4.39565673e-01
3,7.00000000e-02,6,-2.81603551e-01,4.44050821e-01
4,9.00000000e-02,6,-2.81603551e-01,4.48922590e-01
5,1.10000000e-01,6,-2.81603551e-01,4.54186913e-01
6,1.30000000e-01,6,-2.81603551e-01,4.59860610e-01
7,1.50000000e-01,6,-2.81603551e-01,4.65964205e-01
8,1.70000000e-01,6,-2.81603551e-01,4.72519011e-01
9,1.90000000e-01,6,-2.81603551e-01,4.79547298e-01
10,2.10000000e-01,6,-2.81603551e-01,4.87071700e-01
11,2.30000000e-01,6,-2.81603551e-01,4.95115741e-01
12,2.50000000e-01,6,-2.81603551e-01,5.03703592e-01
13,2.70000000e-01,6,-2.81603551e-01,5.12860532e-01
14,2.90000000e-01,6,-2.81603551e-01,5.22612863e-01
15,3.10000000e-01,6,-2.81603551e-01,5.32988286e-01
16,3.30000000e-01,6,-2.81603551e-01,5.44015953e-01
17,3.50000000e-01,6,-2.81603551e-01,5.55726799e-01
18,3.70000000e-01,6,-2.81603551e-01,5.68153733e-01
19,3.90000000e-01,6,-2.81603551e-01,5.81331976e-01
20,4.10000000e-01,6,-2.81603551e-01,5.95299383e-01
21,4.30000000e-01,6,-2.81603551e-01,6.10096860e-01
22,4.50000000e-01,6,-2.81603551e-01,6.25768819e-01
23,4.70000000e-01,6,-2.81603551e-01,6.42363728e-01
24,4.90000000e-01,6,-2.81603551e-01,6.59934734e-01
